-3.55,3.55
-3.549,3.549
-3.548,3.548
-3.547,3.547
-3.546,3.546
-3.545,3.545
-3.544,3.544
-3.543,3.543
-3.542,3.542
-3.541,3.541
-3.54,3.54
-3.539,3.5391
-3.538,3.5381
-3.537,3.5371
-3.536,3.5361
-3.535,3.5351
-3.534,3.5341
-3.533,3.5331
-3.532,3.5321
-3.531,3.5311
-3.53,3.5301
-3.529,3.5291
-3.528,3.5281
-3.527,3.5271
-3.526,3.5261
-3.525,3.5251
-3.524,3.5241
-3.523,3.5231
-3.522,3.5221
-3.521,3.5211
-3.52,3.5201
-3.519,3.5191
-3.518,3.5181
-3.517,3.5171
-3.516,3.5161
-3.515,3.5151
-3.514,3.5141
-3.513,3.5131
-3.512,3.5121
-3.511,3.5111
-3.51,3.5101
-3.509,3.5091
-3.508,3.5081
-3.507,3.5071
-3.506,3.5061
-3.505,3.5051
-3.504,3.5041
-3.503,3.5031
-3.502,3.5021
-3.501,3.5011
-3.5,3.5001
-3.499,3.4991
-3.498,3.4981
-3.497,3.4971
-3.496,3.4961
-3.495,3.4951
-3.494,3.4941
-3.493,3.4931
-3.492,3.4921
-3.491,3.4911
-3.49,3.4901
-3.489,3.4891
-3.488,3.4881
-3.487,3.4871
-3.486,3.4861
-3.485,3.4851
-3.484,3.4841
-3.483,3.4831
-3.482,3.4821
-3.481,3.4811
-3.48,3.4801
-3.479,3.4791
-3.478,3.4781
-3.477,3.4771
-3.476,3.4761
-3.475,3.4751
-3.474,3.4741
-3.473,3.4731
-3.472,3.4721
-3.471,3.4711
-3.47,3.4701
-3.469,3.4691
-3.468,3.4681
-3.467,3.4671
-3.466,3.4661
-3.465,3.4651
-3.464,3.4641
-3.463,3.4631
-3.462,3.4621
-3.461,3.4611
-3.46,3.4601
-3.459,3.4591
-3.458,3.4581
-3.457,3.4571
-3.456,3.4561
-3.455,3.4551
-3.454,3.4541
-3.453,3.4531
-3.452,3.4521
-3.451,3.4511
-3.45,3.4501
-3.449,3.4491
-3.448,3.4481
-3.447,3.4471
-3.446,3.4461
-3.445,3.4451
-3.444,3.4441
-3.443,3.4431
-3.442,3.4421
-3.441,3.4411
-3.44,3.4401
-3.439,3.4391
-3.438,3.4381
-3.437,3.4371
-3.436,3.4361
-3.435,3.4351
-3.434,3.4341
-3.433,3.4331
-3.432,3.4321
-3.431,3.4311
-3.43,3.4301
-3.429,3.4291
-3.428,3.4281
-3.427,3.4271
-3.426,3.4261
-3.425,3.4251
-3.424,3.4241
-3.423,3.4231
-3.422,3.4221
-3.421,3.4211
-3.42,3.4201
-3.419,3.4191
-3.418,3.4181
-3.417,3.4171
-3.416,3.4161
-3.415,3.4151
-3.414,3.4141
-3.413,3.4131
-3.412,3.4121
-3.411,3.4111
-3.41,3.4101
-3.409,3.4091
-3.408,3.4081
-3.407,3.4071
-3.406,3.4061
-3.405,3.4051
-3.404,3.4041
-3.403,3.4031
-3.402,3.4021
-3.401,3.4011
-3.4,3.4001
-3.399,3.3991
-3.398,3.3981
-3.397,3.3971
-3.396,3.3961
-3.395,3.3951
-3.394,3.3941
-3.393,3.3931
-3.392,3.3921
-3.391,3.3911
-3.39,3.3901
-3.389,3.3891
-3.388,3.3881
-3.387,3.3871
-3.386,3.3861
-3.385,3.3851
-3.384,3.3841
-3.383,3.3831
-3.382,3.3821
-3.381,3.3811
-3.38,3.3801
-3.379,3.3791
-3.378,3.3781
-3.377,3.3771
-3.376,3.3761
-3.375,3.3751
-3.374,3.3741
-3.373,3.3731
-3.372,3.3721
-3.371,3.3711
-3.37,3.3701
-3.369,3.3691
-3.368,3.3681
-3.367,3.3671
-3.366,3.3661
-3.365,3.3651
-3.364,3.3641
-3.363,3.3631
-3.362,3.3621
-3.361,3.3611
-3.36,3.3601
-3.359,3.3591
-3.358,3.3581
-3.357,3.3571
-3.356,3.3561
-3.355,3.3551
-3.354,3.3541
-3.353,3.3531
-3.352,3.3521
-3.351,3.3511
-3.35,3.3501
-3.349,3.3491
-3.348,3.3481
-3.347,3.3471
-3.346,3.3461
-3.345,3.3451
-3.344,3.3441
-3.343,3.3431
-3.342,3.3421
-3.341,3.3411
-3.34,3.3401
-3.339,3.3391
-3.338,3.3381
-3.337,3.3371
-3.336,3.3361
-3.335,3.3351
-3.334,3.3341
-3.333,3.3331
-3.332,3.3321
-3.331,3.3311
-3.33,3.3301
-3.329,3.3291
-3.328,3.3281
-3.327,3.3271
-3.326,3.3261
-3.325,3.3251
-3.324,3.3241
-3.323,3.3231
-3.322,3.3221
-3.321,3.3211
-3.32,3.3201
-3.319,3.3191
-3.318,3.3181
-3.317,3.3171
-3.316,3.3161
-3.315,3.3151
-3.314,3.3141
-3.313,3.3131
-3.312,3.3121
-3.311,3.3111
-3.31,3.3101
-3.309,3.3091
-3.308,3.3081
-3.307,3.3071
-3.306,3.3061
-3.305,3.3051
-3.304,3.3041
-3.303,3.3031
-3.302,3.3021
-3.301,3.3011
-3.3,3.3001
-3.299,3.2991
-3.298,3.2981
-3.297,3.2971
-3.296,3.2961
-3.295,3.2951
-3.294,3.2941
-3.293,3.2931
-3.292,3.2921
-3.291,3.2911
-3.29,3.2901
-3.289,3.2891
-3.288,3.2881
-3.287,3.2871
-3.286,3.2861
-3.285,3.2851
-3.284,3.2841
-3.283,3.2831
-3.282,3.2821
-3.281,3.2811
-3.28,3.2801
-3.279,3.2791
-3.278,3.2781
-3.277,3.2771
-3.276,3.2761
-3.275,3.2751
-3.274,3.2741
-3.273,3.2731
-3.272,3.2721
-3.271,3.2711
-3.27,3.2701
-3.269,3.2691
-3.268,3.2681
-3.267,3.2671
-3.266,3.2661
-3.265,3.2651
-3.264,3.2641
-3.263,3.2631
-3.262,3.2621
-3.261,3.2611
-3.26,3.2601
-3.259,3.2591
-3.258,3.2581
-3.257,3.2571
-3.256,3.2562
-3.255,3.2552
-3.254,3.2542
-3.253,3.2532
-3.252,3.2522
-3.251,3.2512
-3.25,3.2502
-3.249,3.2492
-3.248,3.2482
-3.247,3.2472
-3.246,3.2462
-3.245,3.2452
-3.244,3.2442
-3.243,3.2432
-3.242,3.2422
-3.241,3.2412
-3.24,3.2402
-3.239,3.2392
-3.238,3.2382
-3.237,3.2372
-3.236,3.2362
-3.235,3.2352
-3.234,3.2342
-3.233,3.2332
-3.232,3.2322
-3.231,3.2312
-3.23,3.2302
-3.229,3.2292
-3.228,3.2282
-3.227,3.2272
-3.226,3.2262
-3.225,3.2252
-3.224,3.2242
-3.223,3.2232
-3.222,3.2222
-3.221,3.2212
-3.22,3.2202
-3.219,3.2192
-3.218,3.2182
-3.217,3.2172
-3.216,3.2162
-3.215,3.2152
-3.214,3.2142
-3.213,3.2132
-3.212,3.2122
-3.211,3.2112
-3.21,3.2102
-3.209,3.2092
-3.208,3.2082
-3.207,3.2072
-3.206,3.2062
-3.205,3.2052
-3.204,3.2042
-3.203,3.2032
-3.202,3.2022
-3.201,3.2012
-3.2,3.2002
-3.199,3.1992
-3.198,3.1982
-3.197,3.1972
-3.196,3.1962
-3.195,3.1952
-3.194,3.1942
-3.193,3.1932
-3.192,3.1922
-3.191,3.1912
-3.19,3.1902
-3.189,3.1892
-3.188,3.1882
-3.187,3.1872
-3.186,3.1862
-3.185,3.1852
-3.184,3.1842
-3.183,3.1832
-3.182,3.1822
-3.181,3.1812
-3.18,3.1802
-3.179,3.1792
-3.178,3.1782
-3.177,3.1772
-3.176,3.1762
-3.175,3.1752
-3.174,3.1742
-3.173,3.1732
-3.172,3.1722
-3.171,3.1712
-3.17,3.1702
-3.169,3.1692
-3.168,3.1682
-3.167,3.1672
-3.166,3.1662
-3.165,3.1652
-3.164,3.1642
-3.163,3.1632
-3.162,3.1622
-3.161,3.1612
-3.16,3.1602
-3.159,3.1592
-3.158,3.1582
-3.157,3.1572
-3.156,3.1562
-3.155,3.1552
-3.154,3.1542
-3.153,3.1532
-3.152,3.1522
-3.151,3.1512
-3.15,3.1502
-3.149,3.1492
-3.148,3.1482
-3.147,3.1472
-3.146,3.1462
-3.145,3.1452
-3.144,3.1442
-3.143,3.1432
-3.142,3.1422
-3.141,3.1412
-3.14,3.1402
-3.139,3.1392
-3.138,3.1382
-3.137,3.1372
-3.136,3.1362
-3.135,3.1352
-3.134,3.1342
-3.133,3.1332
-3.132,3.1322
-3.131,3.1312
-3.13,3.1302
-3.129,3.1292
-3.128,3.1282
-3.127,3.1272
-3.126,3.1262
-3.125,3.1252
